Respondent ID,Division,Which of the following best describes your position level?,Which generation are you apart of?,Please select the gender in which you identify.,Which duration range best aligns with your tenure at your company?,Which of the following best describes your employment type?,Question - Subquestion,Answer,Total Respondants,Same Answers
7276390477,Information Technology,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
3860289517,Government & Public Relations,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
9323454815,Finance,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
2817787256,Information Technology,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
9462494279,Commercial,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
1368436554,Infrastructure,Manager,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
5633495172,Infrastructure,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
9858203307,Finance,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
7103482882,Infrastructure,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
8046048988,Commercial,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
6796580906,Finance,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
9137601822,Finance,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
7963965247,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
3370365802,Port Security & Emergency Operations,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
9920755555,Port Operations,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 1 - Response.1,Answer 7,118,19
1321967343,Legal,Department Lead,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 1 - Response.1,Answer 8,118,11
9939738223,Finance,Department Lead,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 1 - Response.1,Answer 8,118,11
3044612158,Finance,Staff,Baby Boomer (born between 1946-1964),Female,3-5 years,Full time Employee,Question 1 - Response.1,Answer 8,118,11
9489935616,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 1 - Response.1,Answer 8,118,11
9806028857,0,,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 1 - Response.1,Answer 8,118,11
8830958949,Finance,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 1 - Response.1,Answer 8,118,11
8250575077,Finance,Department Lead,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 1 - Response.1,Answer 8,118,11
3564004995,Infrastructure,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 1 - Response.1,Answer 8,118,11
7164689614,Port Security & Emergency Operations,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 1 - Response.1,Answer 8,118,11
4617669690,Legal,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Question 1 - Response.1,Answer 8,118,11
1426184525,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 1 - Response.1,Answer 8,118,11
8035211358,Commercial,Manager,Prefer not to answer,Prefer not to answer,5-10 years,Full time Employee,Question 10 - Response 1,Answer 1,113,11
9624253323,Infrastructure,Staff,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 10 - Response 1,Answer 1,113,11
4166850362,Infrastructure,Staff,Generation X (born between 1965-1980),Prefer not to answer,10+ years,Full time Employee,Question 10 - Response 1,Answer 1,113,11
3618961108,Infrastructure,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 10 - Response 1,Answer 1,113,11
7819918439,People,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 10 - Response 1,Answer 1,113,11
3184415812,Port Operations,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 10 - Response 1,Answer 1,113,11
5350663671,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 10 - Response 1,Answer 1,113,11
1892199000,Infrastructure,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 10 - Response 1,Answer 1,113,11
3206389468,Commercial,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 10 - Response 1,Answer 1,113,11
5282809243,Finance,Staff,Generation Z (born 2001 or later),Female,0-2 years,Full time Employee,Question 10 - Response 1,Answer 1,113,11
5559071396,Port Security & Emergency Operations,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 10 - Response 1,Answer 1,113,11
4136037887,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 10 - Response 1,Answer 2,113,7
5875585727,Information Technology,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 10 - Response 1,Answer 2,113,7
6285875694,Commercial,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 10 - Response 1,Answer 2,113,7
6316782091,Finance,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 10 - Response 1,Answer 2,113,7
7178840935,People,Department Lead,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 10 - Response 1,Answer 2,113,7
6912636653,Finance,Manager,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 10 - Response 1,Answer 2,113,7
1941311372,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 10 - Response 1,Answer 2,113,7
5535865599,Infrastructure,Manager,Millennial (born between 1981-2000),Non-Binary,5-10 years,Full time Employee,Question 10 - Response 1,Answer 3,113,11
5794920197,Legal,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 10 - Response 1,Answer 3,113,11
3968415666,Legal,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 10 - Response 1,Answer 3,113,11
5081486733,Port Security & Emergency Operations,Manager,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 10 - Response 1,Answer 3,113,11
5382550855,Finance,Department Lead,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 10 - Response 1,Answer 3,113,11
8087395217,Infrastructure,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 10 - Response 1,Answer 3,113,11
1967962301,Port Operations,Department Lead,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Question 10 - Response 1,Answer 3,113,11
8895572278,Infrastructure,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 10 - Response 1,Answer 3,113,11
2102054017,Finance,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 10 - Response 1,Answer 3,113,11
3966690436,Infrastructure,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 10 - Response 1,Answer 3,113,11
2841747833,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 10 - Response 1,Answer 3,113,11
3399511781,Infrastructure,Staff,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
8646387163,Information Technology,Manager,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
9939738223,Finance,Department Lead,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
2696474434,Infrastructure,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
4075412109,Finance,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
9748686287,People,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
7149169711,People,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
6206953310,Executive,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
3550987529,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
4228546491,Information Technology,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
8585347438,Infrastructure,Manager,Prefer not to answer,Male,5-10 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
7133066581,Information Technology,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
8748263039,Infrastructure,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
9328885416,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
6903105973,Finance,Manager,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
2254451126,Port Security & Emergency Operations,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
9735550076,People,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
6638341389,Infrastructure,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
8114622230,Information Technology,Staff,Prefer not to answer,Male,5-10 years,Full time Employee,Question 10 - Response 1,Answer 4,113,19
2658722536,Finance,Staff,,,10+ years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
1905266879,Finance,Staff,Prefer not to answer,Female,0-2 years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
3397360934,Legal,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
9736526482,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
9526771290,Port Operations,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
1321967343,Legal,Department Lead,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
9945822370,Finance,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
4870706994,Commercial,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
5078285109,Finance,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
7164689614,Port Security & Emergency Operations,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
4008763646,Infrastructure,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
1859209548,Infrastructure,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
8708081021,Port Security & Emergency Operations,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
1368436554,Infrastructure,Manager,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
1021794253,Commercial,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
6796580906,Finance,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
4910729713,Finance,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
5157705612,Finance,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 10 - Response 1,Answer 5,113,18
5379192392,Infrastructure,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 10 - Response 1,Answer 6,113,17
3356802928,Port Operations,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 10 - Response 1,Answer 6,113,17
1587370284,Finance,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 10 - Response 1,Answer 6,113,17
9270992319,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 10 - Response 1,Answer 6,113,17
